"p","lam1","lam2","kurt"
0.5856800561124955,0.5799041996943193-0.26226540551470906*I,0.237014522026069+0.05409217001217188*I,30
0.6352933722160456,0.6453485080440783-0.21976951230827946*I,0.21790996319304795+0.040460497273944476*I,30
0.5290151641494198,0.5305543462860817-0.2876316088131249*I,0.2573247173095823+0.06216265522200093*I,30
0.6061920773948459,0.6031430546683687-0.24883082977249438*I,0.2292738336994105+0.04950221631441242*I,30
0.4963715990340838,0.507546973183361-0.29872661606276957*I,0.26836044237975365+0.06468489139356716*I,30
0.710967031806335,1.2558666101922629,0.14945729389107426,30
0.44313811577595685,0.47381208792442103+0.31449337528767*I,0.28540854656410486-0.06645386301717755*I,30
0.6109275715681202,0.6091480150860277-0.24511591041328587*I,0.22745572536420733+0.04826477779632611*I,30
0.26558059135291434,0.36002366002284963+0.35637241014970683*I,0.3351457778193163-0.058102762112914014*I,30
0.280012427997945,0.3705740554735166+0.3536681411320759*I,0.3314495907039786-0.059436704024881847*I,30
0.43363461156224337,0.46803972658639836+0.3171143179758751*I,0.2883359331233884-0.06651514695157497*I,30
0.3418389809721103,0.4120640449822092+0.34035154756326086*I,0.31498071139779826-0.06392991302657801*I,30
0.6496213102459814,0.6723708689066344+0.19623531632490746*I,0.21214250284893352-0.03424585873555659*I,30
0.00010951255066893317,1.1369820509996442-1.131317275708427*I,0.39921245608593847-0.0007400621919021922*I,30
0.3196988305963262,0.39778158749142895-0.3453885528590831*I,0.32100256296904284+0.0625534922609058*I,30
0.3530095698906994,0.41908837944480715-0.3377178320996796*I,0.31188641266427947+0.06452147437482245*I,30
0.5406456709316645,0.5394755026634134+0.2832431323651401*I,0.2532789673395081-0.06093717280376052*I,30
0.45314369736606586,0.47994209128094817+0.3116807334447185*I,0.2822895730237532-0.06631205943791148*I,30
0.4017883995126432,0.4488595610712973+0.3255832159056241*I,0.29790491966937105-0.06623690160933338*I,30
0.5723148309176589,0.5666767061426279-0.26938612622968394*I,0.24194373569786412+0.056524830820609884*I,30
0.3742823571807816,0.43221057908023897+0.33254851104025085*I,0.3058852412104248-0.06544866562935531*I,30
0.6062560344757046,0.6032223415654744-0.2487825129764409*I,0.22924935728405155+0.049485998814872846*I,30
0.6803539696718963,0.7564058287102318+0.03368086406316551*I,0.1993650039302094-0.004973325707090296*I,30
0.5340842869422964,0.5343858458598759+0.28575392867297594*I,0.25556892749220395-0.06165173972869704*I,30
0.6032322339155174,0.5995254718453794+0.2510154856353724*I,0.23040422136157981-0.05023855230784958*I,30
0.2411638966556504,0.3411735667326677+0.3604503068328545*I,0.3412844899136376-0.055605113618607066*I,30
0.4170423784326269,0.45803299545901377+0.3215836671993331*I,0.2933669218023821-0.06645976770532357*I,30
0.7529523050807756,4.035941298899843,0.10678810891302376,30
0.42365254418668297,0.4620122640429469+0.31981859777644084*I,0.291374654733678-0.06650588464741597*I,30
0.36653684123627706,0.4274657474336821+0.33445319611774094*I,0.3080870831173394-0.06514200658013969*I,30
0.2750364618404002,0.36698140173602745+0.354622100953363*I,0.3327299179963645-0.05898872679433955*I,30
0.4480287783394823,0.4768005290910901-0.3131257172839546*I,0.2838887912118846+0.06639467963271227*I,30
0.3537084090202598,0.41952439419731963-0.3375511553922603*I,0.3116915477818632+0.06455612950191685*I,30
0.6252998681226529,0.6292767214149931+0.23172720908137964*I,0.2218643321902056-0.043994245411779466*I,30
0.45158291868945044,0.4789815734020659+0.31212328967069775*I,0.28277862790452396-0.06633954727050491*I,30
0.5722808736980105,0.5666446614392554-0.26940301140872874*I,0.2419561470898553+0.05653052939741241*I,30
0.5053197895484516,0.5136093066981532+0.2958297314113138*I,0.2653811495012174-0.06411679556611023*I,30
0.4282389775236308,0.464778198671604-0.31858201999137165*I,0.2899830056370121+0.06651930503609516*I,30
0.6011061675504803,0.5969873746372927-0.2525257695271158*I,0.23121335867263829+0.050750809049880344*I,30
0.6337152029555111,0.6426772866523827-0.22184774402195126*I,0.21853812424391983+0.041055417656357784*I,30
0.4401184208497815,0.4719734379074863-0.3153312907396176*I,0.28634238227041914+0.0664809309217902*I,30
0.24070049305835517,0.34080228092527476+0.36052064890819063*I,0.34139966754421924-0.05555477481262495*I,30
0.4908201800384093,0.5038602819023007-0.30047969227803406*I,0.270191828549051+0.06499442532965606*I,30
0.4899440129236021,0.5032831678331823+0.30075352839175773*I,0.27047969755700046-0.06504037255012773*I,30
0.5618388166618224,0.5571182818510784+0.27435611174025754*I,0.24574615959051999-0.05817714995185364*I,30
0.6522310228518129,0.6779186106048884-0.19072690671500192*I,0.21107932029062587+0.03291626587772332*I,30
0.3792286349625169,0.4352244461152055+0.3313190443069646*I,0.30446888915556564-0.06562548886283258*I,30
0.6614973221266691,0.699568478231454-0.16622151894236517*I,0.20727203476054673+0.02746514268944716*I,30
0.5088221729079583,0.5160268068691662+0.29466953950784336*I,0.2642057397189206-0.06387026472735313*I,30
0.49862572156159946,0.5090595507734145+0.2980054840416838*I,0.2676131286299219-0.06454996204484251*I,30
0.6096367845934305,0.6074835748236743+0.24615712502596485*I,0.22795247494896262-0.0486095935836805*I,30
0.49921787933429185,0.5094584756545582+0.29781511154619195*I,0.2674164539819907-0.06451361465104978*I,30
0.5721290753254344,0.5665015019802864-0.269478426191529*I,0.24201162262448564+0.05655597534364225*I,30
0.49361253855278164,0.5057080463818829+0.2996018658362769*I,0.2692722533461643-0.06484273558161366*I,30
0.48176322584406517,0.49795182431397766+0.30327551663788355*I,0.2731522333377984-0.0654322729138803*I,30
0.5126471483972392,0.5186984148435393+0.29338397674015115*I,0.2629160294581174-0.06358491092996578*I,30
0.7316223379917386,1.8282189788701746,0.1278100304729862,30
0.36990010656330186,0.42953015342546924+0.3336292488667578*I,0.30713338901163273-0.06527958582782308*I,30
0.37595930373749087,0.43323367534359486-0.33213282212834866*I,0.30540595464067416+0.06551029027385522*I,30
0.32779973798025686,0.40306931834407744+0.3435755276583761*I,0.31881598920855436-0.06308800964969932*I,30
0.47787790900217963,0.49545317669817257+0.30445259496307275*I,0.2744119057725852-0.06559551283057344*I,30
0.6990465076503205,1.0627447262516405,0.16336410055541858,30
0.3189910033430048,0.39731585196176794+0.34554522160130785*I,0.3211927156837323-0.06250511861006615*I,30
0.27945334044855463,0.37017266311189084+0.3537763989029866*I,0.33159376033352184-0.059386998892683215*I,30
0.7549776740504606,4.643279939415782,0.104826680270554,30
0.33091779438875357,0.40508468736024694-0.3428682092968579*I,0.31796925996811604+0.06328431174273129*I,30
0.3196160029346957,0.39772712041556274+0.3454069005726424*I,0.32102482146237965-0.06254784552751663*I,30
0.39090503495312334,0.44229960283939923+0.328376585933509*I,0.30109309788104976-0.06598262772345322*I,30
0.44761938441486127,0.4765498242379565+0.3132407170123656*I,0.2840163580196237-0.06640037012891128*I,30
0.6746580187346056,0.736988063605957+0.10386587788689274*I,0.20177638732370012-0.015929166067326046*I,30
0.23445005974619537,0.33574085403817405+0.36144034196980507*I,0.34294855650157885-0.054865040148239*I,30
0.6258049710631972,0.6300437447858158-0.23118461072743723*I,0.22166578937791576+0.043828055964123314*I,30
0.5124062927578659,0.5185291787055609-0.2934655209514462*I,0.26299742831184425+0.06360338399217394*I,30
0.518444019393278,0.5228146262621618+0.2913959495314239*I,0.2609493131185937-0.06311937667165977*I,30
0.3298867629676068,0.40441945004803986+0.3431026618842113*I,0.318249560689662-0.0632199856499879*I,30
0.4978050419818163,0.5085077649758764-0.29826867844281874*I,0.2678854580002402+0.06459971433608781*I,30
0.362775472739024,0.4251488504481554+0.3353689578440127*I,0.3091493526027719-0.06498019189418806*I,30
0.30443367661627296,0.3875931549782598+0.34870057725144926*I,0.3250719397908971-0.06145151252500492*I,30
0.5754536323875208,0.5696709176567377+0.26780114899299046*I,0.2407940598458853-0.05598796385374221*I,30
0.48576899192358125,0.5005498376517798+0.3020482775546575*I,0.2718470544185551-0.06524866845928601*I,30
0.42568285469801626,0.4632360624245379+0.31927241704328035*I,0.2907595509075515-0.06651372572480081*I,30
0.4358181006822679,0.4693624839958459-0.31651626994416376*I,0.28766633685574344+0.06650722654573217*I,30
0.622902157574289,0.6256956455436891+0.23422653558811696*I,0.2228049056653836-0.04476689396354186*I,30
0.33044292892057237,0.40477843942751746+0.3429762610328292*I,0.3180983979926258-0.06325475668066115*I,30
0.3335781593149456,0.40679596319990174+0.3422607017463461*I,0.3172445468991112-0.063447616094857*I,30
0.6353580863659973,0.6454591933656376+0.21968255681728693*I,0.217884175166848-0.04043577873613372*I,30
0.25971474016399765,0.35561637478126445+0.3574137058218328*I,0.3366333849189035-0.05753036520566162*I,30
0.3459160891578885,0.41464028611792225+0.3393970373810591*I,0.3138557837557851-0.06415397811655792*I,30
0.7251729520048864,1.594765039390299,0.13437141388511736,30
0.6577700120461472,0.6904661770295593-0.1771785074941344*I,0.20880958017999832+0.029816325511412885*I,30
0.274788699613457,0.36680131132035065+0.35466902799911193*I,0.33279350342472463-0.058966092042777564*I,30
0.5617125962978087,0.5570068931337699+0.2744132962062571*I,0.24579165045316784-0.058195813059047516*I,30
0.559112386984375,0.5547307920167622-0.27557842538376054*I,0.24672709326653658+0.058573989023944444*I,30
0.714153136191181,1.3181431108109205,0.14597334450569918,30
0.2559787161275273,0.3527709746570026+0.3580578004470836*I,0.33757654545401217-0.057156701192455125*I,30
0.2340556204219959,0.33541804375305806+0.3614965086671252*I,0.3430460137880633-0.05482084022291502*I,30
0.49855488398085535,0.5090118732367946+0.2980282313307357*I,0.26763664615222027-0.06455428490804752*I,30
0.3860693151132615,0.4393753228000337-0.3296020099647075*I,0.3024967143407471+0.06584512444057593*I,30
0.31935781375154115,0.3975572824375209+0.3454640685804701*I,0.3210941926627928-0.06253022014421866*I,30
0.46366157957471876,0.48646493007369596+0.3086588461322827*I,0.2789692372996745-0.06607330229706175*I,30
0.49296958475790476,0.505281423186068+0.29980468909988095*I,0.26948427810648423-0.06487837627263826*I,30
0.763255675799849,13.754746957449608,0.0968473672701731,30
0.4681101829688432,0.4892538911498946+0.3073586088288734*I,0.27755181512541227-0.06594346575905335*I,30
0.5168162253317052,0.5216502163649774+0.29195925886428875*I,0.26150306055377126-0.06325420218217272*I,30
0.40817985964749615,0.4527038664171492+0.32391960332834707*I,0.29601347793575283-0.06634966226661497*I,30
0.4845146781739136,0.499733835233894+0.3024340995637189*I,0.27225644911497565-0.06530785261238412*I,30
0.271035396334798,0.36405879694450144+0.3553730489529555*I,0.33375485852816555-0.05861938766982909*I,30
0.4441626621018455,0.47443700434284447+0.31420796149482405*I,0.28509092468157876-0.06644304570195943*I,30
0.3654131843441253,0.42677453482910577-0.3347274024755177*I,0.30840489669968707+0.0650945422545558*I,30
0.6313354560689473,0.6387480666446483+0.22483602701054448*I,0.21948271022628915-0.041924935077789424*I,30
0.5220438611590472,0.5254146718365524+0.290135367001762*I,0.2597205728878549-0.06280957757382345*I,30
0.2491041280961861,0.34745360453350327+0.35920148501438837*I,0.339303442182176-0.056450607828695806*I,30
0.2408868455165396,0.3409516539518084+0.3604923964840306*I,0.341353355935224-0.05557503120029328*I,30
0.44463113995964587,0.47472294254528585+0.3140772632885978*I,0.28494555831167767-0.06643782175302018*I,30
0.6502868145409508,0.6737648889877123-0.19487628744908814*I,0.21187175583334367+0.03391382269226961*I,30
0.5005133064011782,0.5103335133088951+0.2973972643982448*I,0.26698568396521366-0.06443278015029774*I,30
0.34714930118760057,0.41541662291825376-0.3391067762250724*I,0.31351452186676926+0.06421991395210042*I,30
0.270317029552704,0.36353077768504377+0.35550630003762335*I,0.33393845603877415-0.05855221427890938*I,30
0.5307302828696152,0.5318414187725882-0.28700198081694017*I,0.25673194766287016+0.06199369495726055*I,30
0.46841081288100606,0.48944308978128737+0.3072702365965388*I,0.27745574485213936-0.06593405620871265*I,30
0.3256639563433721,0.40168261739695776-0.34405702921691556*I,0.31939432691136727+0.06295051054899214*I,30
0.6041706305793142,0.6006615892602991+0.2503335183564773*I,0.2300463367942085-0.05000807406885978*I,30
0.6851648108835411,0.8674564353567203,0.18409853599719578,30
0.6658084991811151,0.7108473195458173+0.1509635346603813*I,0.2054833062933347-0.02438607611487091*I,30
0.5644564094568121,0.5594476698971631+0.2731565981335132*I,0.2448010349532154-0.05778361405318126*I,30
0.5851259559298645,0.5793295388795286+0.26258156527576954*I,0.2372206472720398-0.05420095065113968*I,30
0.6375863218197861,0.6493272462829144-0.21660037597277867*I,0.21699480847448016+0.03956852567771008*I,30
0.626775668337032,0.6315304894098964+0.2301253686728211*I,0.22128384051668198-0.043505228060946234*I,30
0.47362427243584104,0.49273982774477126-0.3057271127525474*I,0.2757839786971626+0.06575785280068323*I,30
0.46217773110592275,0.48553892564893025+0.3090895160789651*I,0.27944028602988125-0.06611273523464584*I,30
0.649905629500505,0.6729647274377142-0.19565836716230586*I,0.21202686470592247+0.034104572780837124*I,30
0.45849581220895574,0.48324974893786793+0.310151855915254*I,0.2806053827641855-0.0662023492968988*I,30
0.6908413559555804,0.9491548431832356,0.17445388982871732,30
0.3457315638718894,0.4145240091793408+0.339440407747611*I,0.313906806536348-0.0641440385168468*I,30
0.7343886829311286,1.9548809666974767,0.1250329394862174,30
0.5516384446973339,0.5483749748034316+0.27880018952240393*I,0.24939802510346593-0.05959638120964168*I,30
0.5644270611220432,0.559421344832688-0.27317019391429703*I,0.24481164990071216+0.057788095708134125*I,30
0.3190582116440823,0.3973601001158516+0.34553035824613143*I,0.3211746668373391-0.06250972316512295*I,30
0.27364134360592085,0.3659658160194809+0.3548856164370725*I,0.3330877577462172-0.05886086658398575*I,30
0.24241402941559453,0.34217251864123555+0.36025910732619887*I,0.34097353359404425-0.05574036561368758*I,30
0.4570191180062553,0.48233488033853505+0.3105754687365838*I,0.2810711762472749-0.06623503087696059*I,30
0.390483304919486,0.44204485444162306-0.32848384073518044*I,0.30121582414625053+0.06597122865029482*I,30
0.6562715631634202,0.6869617487836059-0.18112872099617447*I,0.20942538549030293+0.03069671217471911*I,30
0.3488304082945035,0.4164728222891853+0.3387099520102798*I,0.31304856156756566-0.06430841491002487*I,30
0.5785545910742429,0.5726938824839002-0.26618576685632933*I,0.23965348111073373+0.055437408726561575*I,30
0.5403176253654594,0.5392173312440429+0.2833709796420739*I,0.25339392405860156-0.060974370690262514*I,30
0.5270210843462824,0.5290694453166196-0.2883566636592064*I,0.25801224227013486+0.062354167814094835*I,30
0.29675598670307335,0.3823452386159218+0.3503096259419592*I,0.32709418323900125-0.060851194901509954*I,30
0.35366764655435357,0.4194989723766968-0.33756088349129376*I,0.31170291821126883+0.06455411579399266*I,30
0.7598222236621697,7.461633993609749,0.10015046076120501,30
0.4366573896762156,0.46987142924649733+0.3162857490803253*I,0.28740848524271584-0.06650321389649992*I,30
0.559658376146569,0.5552058229673227+0.27533578114196544*I,0.2465309376153676-0.05849556849153362*I,30
0.30043636577755284,0.3848718808799646+0.34954335307544293*I,0.3261268078227026-0.06114277879749188*I,30
0.7157084490944401,1.3508485271232087,0.14429734947511472,30
0.4849244558719741,0.5000001638254274-0.30230821036296734*I,0.2721227731521685+0.06528868825181014*I,30
0.3891034524118111,0.4412109870681229+0.32883425340268874*I,0.3016169490702877-0.0659331378610765*I,30
0.7436859096530881,2.5907885410938576,0.11582462006893654,30
0.29389193689724746,0.38036452147855254+0.3508992797721812*I,0.3278444568658476-0.060619443972812*I,30
0.4621911468832651,0.4855472887180016-0.30908562892915964*I,0.27943603106115983+0.06611238730620617*I,30
0.5096989583187153,0.5166362392291189+0.29437660406307214*I,0.2639106625185215-0.06380635546578141*I,30
0.741492171169893,2.4002058455647055,0.1179823833493284,30
0.3640852399731329,0.42595664524136534-0.33505076455432314*I,0.3087799681399556+0.0650374857022369*I,30
0.4027668958988486,0.44944834431252584+0.3253296480258418*I,0.297616275710997-0.06625594411585176*I,30
0.45312700942333906,0.47993181213577807-0.311685472994935*I,0.2822948069956491+0.06631236400452964*I,30
0.5788507955464532,0.5729861388263258-0.2660287493575566*I,0.23954428383578785+0.05538374360372844*I,30
0.4921187172375099,0.5047179230123345+0.30007245220357986*I,0.26976460059268803-0.06492488428221442*I,30
0.3870952599858326,0.4399963599607263-0.3293428299598263*I,0.30219958301859623+0.06587553704709885*I,30
0.591911891959872,0.5865428661034011+0.25856224444905296*I,0.234685601242316-0.05281738463823521*I,30
0.3683216759284045,0.42856211752402207+0.334016536784537*I,0.3075814270448828-0.06521585806797615*I,30
0.5435805005952941,0.5418034768035536+0.2820878071260265*I,0.2522483168944534-0.06059730221942114*I,30
0.6098939569436428,0.607813500385036+0.24595145408504357*I,0.22785357455191196-0.04854135307409555*I,30
0.23517304183679277,0.33633147996000823+0.36133680180278954*I,0.342769835833189-0.05494584777302648*I,30
0.2767913106768214,0.36825364033160624+0.3542881536454832*I,0.3322791107761784-0.05914815071542054*I,30
0.6106201909410838,0.6087497210214454-0.24536589609892673*I,0.22757409860554206+0.04834741511629937*I,30
0.5647275275444252,0.5596910859533619-0.27303084015440443*I,0.2447029551176425+0.0577421376777789*I,30
0.4641345157051371,0.4867605033468887+0.30852126860373785*I,0.2788189211831852-0.0660603296499743*I,30
0.4943938827939096,0.5062274563242084-0.299354812816349*I,0.2690143593915109+0.06479884475845554*I,30
0.30759904326108045,0.3897317032556713+0.34802571018618256*I,0.3242334916374519-0.061690084478982166*I,30
0.28946063844975445,0.3772740389617634+0.3517996788180359*I,0.32900096934015455-0.06025255540194519*I,30
0.5680460529889588,0.5627043747530219-0.27146733375031096*I,0.24349956844096715+0.057223331979322015*I,30
0.2925654226378054,0.3794427234961267+0.3511703562844018*I,0.32819120850105493-0.06051067403302175*I,30
0.41434367745087775,0.4564098991066416+0.3222986253035311*I,0.29417577717688514-0.06643202330204027*I,30
0.7230930844557095,1.5331182181590466,0.13651821751029283,30
0.6782900676943311,0.7491021296261343+0.06957747519442636*I,0.2002410840077143-0.010420485432659832*I,30
0.6367938312770953,0.6479387111964945+0.21771663136760663*I,0.2173114389299765-0.03988062157634779*I,30
0.606060888612193,0.602980571989037-0.24892978599569437*I,0.22932403300448337+0.04953544041875716*I,30
0.5055575444134304,0.5137725789534076-0.2957514657471088*I,0.2653015247239122+0.06410049925589852*I,30
0.4874726788420969,0.5016619573325991+0.301521917854726*I,0.27128995157147295-0.06516578115244812*I,30
0.3718730905159926,0.43073820583071265-0.3331436746483859*I,0.30657222034795045+0.06535714268529653*I,30
0.7505542165594399,3.508195518603557,0.10911617431252335,30
0.2577388443331343,0.3541153083840662+0.35775626362178026*I,0.33713261467405664-0.05733362539665729*I,30
0.3079750551973841,0.3899848033585336+0.34794511366153036*I,0.3241337080514561-0.061718076268730285*I,30
0.7169210651459073,1.3775372230628118,0.14300070588649025,30
0.31073735129908875,0.3918381837830571+0.34735028730184303*I,0.32339945764285316-0.061921440072092396*I,30
0.5053971918535276,0.5136624476881522+0.29580425935267496*I,0.26535522990547045-0.06411149718714618*I,30
0.6337018517940445,0.6426549152213689-0.22186498666637144*I,0.21854343248673613+0.0410603870311195*I,30
0.49377670533585016,0.5058170908473563+0.29955001043928253*I,0.26921808891870475-0.06483356654498343*I,30
0.6456339553219994,0.6642992404270317-0.2037970967293804*I,0.21375931759894637+0.03614376755827876*I,30
0.6116175768009395,0.6100465632820793+0.24455000912202832*I,0.22718981948064543-0.04807806471123748*I,30
0.3009580466696904,0.3852283659995303+0.349433976694611*I,0.3259893875614047-0.0611835420344645*I,30
0.5838430437230422,0.5780083429583814+0.26330592588641205*I,0.23769729882779356-0.054450050779659795*I,30
0.44587872245132654,0.4754850197623521-0.3137286149804363*I,0.28455803327873913+0.06642305644720954*I,30
0.3050942357275348,0.38804060953083114+0.3485602824132294*I,0.3248971987540893-0.06150173038549419*I,30
0.6390045900167629,0.6518486006707507+0.21454442210947355*I,0.21642727214602756-0.03899954463171393*I,30
0.3572902933978497,0.4217533497542344+0.336693424631984*I,0.3106903706529466-0.06472934721180773*I,30
0.7059718491388007,1.1686427451269625,0.15508595199374747,30
0.5910381175602024,0.5855919060219447-0.2590986636850419*I,0.235013329535488+0.05300196407349953*I,30
0.547435498929095,0.5449132469405625-0.28053710686854777*I,0.25088847862681496+0.0601311005173873*I,30
0.6924596861359043,0.9712357427273306,0.17209555137240226,30
0.33256311618742007,0.4061439180893501+0.3424929227232991*I,0.31752130388521715-0.06338576437894743*I,30
0.3719102467152129,0.430760936169751+0.3331345143764502*I,0.306561639997766-0.0653585808033414*I,30
0.4930251837634616,0.5053182872134327-0.2997871668095475*I,0.2694659502254008+0.06487531120257062*I,30
0.38443263324474786,0.438383828712166-0.330014579797694*I,0.3029699937132869+0.06579523487323964*I,30
0.43565307493172245,0.4692624461968733+0.3165615539975465*I,0.2877170061975576-0.0665079520932253*I,30
0.520390903351303,0.524216441812203-0.2907167860802809*I,0.2602854888308166+0.06295383676896403*I,30
0.3757058230106525,0.43307911638145946+0.332195731209189*I,0.30547846095510184-0.06550108523044874*I,30
0.35139434666008507,0.41807915210954477-0.3381022258259367*I,0.3123362201079861+0.06444030740379485*I,30
0.4739508252109601,0.4929473532944203+0.30562977318026435*I,0.2756789027769403-0.06574598757068895*I,30
0.25676684476136824,0.35337376759219963+0.3579232079002693*I,0.33737785847622115-0.057236116540220046*I,30
0.3923379788905197,0.4431648158218935+0.32801160956513575*I,0.3006756500420496-0.0660205068903203*I,30
0.31007837761170576,0.39139698730874933+0.3474926238358803*I,0.32357481446101233-0.06187328930334757*I,30
0.4805365968663933,0.49716079470374863-0.3036485062392235*I,0.2735505867984177+0.06548537211933529*I,30
0.6123731443231057,0.6110376531857514-0.24392267927317166*I,0.22689835765119354+0.047871669958644766*I,30
0.38171616997386226,0.43673600701398174-0.33069689956221304*I,0.30375353517169523+0.06570872855772297*I,30
0.5262477072282263,0.5284967977923124+0.28863590234738495*I,0.2582784113632271-0.06242703385942249*I,30
0.35488428362476365,0.42025718806372564-0.33727020775048366*I,0.3113633213100819+0.06461380841577001*I,30
0.6811285685434161,0.7772398851807725,0.1963908571688494,30
0.523200320813731,0.5262575005527335+0.2897258967701873*I,0.2593246224413703-0.06270659889367451*I,30
0.7140767003226935,1.3165773810060257,0.1460561050294936,30
0.5196764997480492,0.5237008736310849-0.2909667020560377*I,0.26052927096885414+0.0630151271199528*I,30
0.6759434351034008,0.7411728473166331+0.09360450685784881*I,0.20123396157472198-0.014237910379941066*I,30
0.6976967078927998,1.0435134882057782,0.16506708525540476,30
0.7088606828508912,1.2177083494295997,0.1518032158753021,30
0.2978798567814218,0.38311898860604937+0.3500766370559667*I,0.3267991673871998-0.060940978591720256*I,30
0.4777106819433947,0.4953460786024201+0.3045029752274461*I,0.2744659853895635-0.06560221577804898*I,30
0.27199497987187216,0.36476254413104153+0.35519429653991325*I,0.3335094109102831-0.058708708173942664*I,30
0.25186533997895966,0.34960233222189585+0.35874878557859124*I,0.3386111509902735-0.056737100069400324*I,30
0.41840241946149015,0.4588512282178114-0.3212221247403547*I,0.2929583007639611+0.06647180450268127*I,30
0.6195545858290534,0.6208543667820798-0.2375201874105272*I,0.22411285329251276+0.045802816107122044*I,30
0.46739000120110563,0.4888010350746541+0.30757004754941136*I,0.27778181266708524-0.06596567770212722*I,30
0.7512401150770072,3.642951239192424,0.1084496370088247,30
0.6116019243105977,0.6100261112018771+0.244562919762531*I,0.22719585425264655-0.048082318887293564*I,30
0.31654666536945,0.39570274241699055+0.3460840161853449*I,0.32184826572327585-0.06233602027544656*I,30
0.5028193851845884,0.5118993504993576-0.2966486284296847*I,0.2662170797473641+0.06428435807733665*I,30
0.37463782586696426,0.43242756471071814+0.33246049380959175*I,0.3057837220630219-0.06546187135628281*I,30
0.7365780519253977,2.0706938647116986,0.12284841721526218,30
0.649272096150193,0.6716449042335477-0.19693661892529707*I,0.2122844708955513+0.034418251053397915*I,30
0.5533749678338884,0.5498281391037009-0.27806747045668145*I,0.24877980226008806+0.05936715432484093*I,30
0.3499305123772918,0.4171627078028849-0.3384495655639746*I,0.3127431681056946+0.06436546319583082*I,30
0.6147807652336139,0.6142470417813354+0.241868010757395*I,0.22596758245277213-0.047200125243873*I,30
0.25371579464483096,0.3510325120038082+0.35844034977337386*I,0.33814621196953876-0.056926926505063154*I,30
0.6157047030065756,0.6154999699398609+0.24105598870739783*I,0.22560956935068738-0.04693666215544603*I,30
0.5751486076015022,0.5693771035684341-0.2679573257723889*I,0.24090599621562922+0.05604102449540242*I,30
0.5697342954912603,0.5642620697392956-0.27065403126738174*I,0.24288531887873546+0.056951349988106865*I,30
0.001581918770594548,0.02801872279728568+0.01477578185784028*I,0.3979749997059426+0.0007511633534442322*I,30
0.290925635690112,0.37829930314886945+0.35150364024008857*I,0.32861920131429834-0.06037496597066482*I,30
0.7350284683335655,1.9871491435711461,0.1243934110574908,30
0.37697869507783754,0.43385493577036666-0.3318795588073364*I,0.3051141517978008+0.06554691273348906*I,30
0.4385254277614208,0.37456812064424144+0.3122070295525461*I,0.2818018755200831-0.08968762317843045*I,40
0.5703686227704847,0.4354952753550334-0.2877786668181957*I,0.23647107314437396+0.08968423986981865*I,40
0.7408545236645165,0.5640698451341423+0.24954277391768706*I,0.16505531325704742-0.05722676101731024*I,40
0.474410531545717,0.39133152243265446-0.3058494785814243*I,0.2701700282302056+0.0909416131493114*I,40
0.6963267079980384,0.5115191564486369+0.2627777589511553*I,0.18538169625502215-0.07208404608172066*I,40
0.6788033999584839,0.49727767838062836+0.2665356127067865*I,0.19302764756885724-0.07620876084310041*I,40
0.3381620635914264,0.3231836219556261+0.32747654185559677*I,0.3119399834903826-0.08226142287360884*I,40
0.21877721837242037,0.245768975699283-0.33491242504118635*I,0.34402978461968686+0.06674769704704352*I,40
0.6007556295696321,0.4503871903574303-0.2819067993930844*I,0.22492184076627747+0.08752229129429377*I,40
0.6957846576397351,0.5110425654171091+0.2628990732337088*I,0.1856210822419124-0.07222331279084293*I,40
0.8110403376083986,1.3427705903463905,0.09966253934469703,40
0.5687958256860872,0.43474776669295345+0.28808167063940754*I,0.23705661317951252-0.0897693779086845*I,40
0.5485725429756168,0.4252732539900089+0.29196571013516665*I,0.24448206877860734-0.09065031836941159*I,40
0.6020197783232193,0.4510299025385989-0.2816619399142198*I,0.22443140754517693+0.08740966160180805*I,40
0.2952238546630197,0.2979794295237934+0.3320994664396453*I,0.3238917983382834-0.07750285946289788*I,40
0.3463705641071606,0.32773820496970874+0.3264271599653658*I,0.309595614485132-0.08306706866149279*I,40
0.693030220529415,0.5086601349177442-0.26350942344223804*I,0.18683465766717317+0.07291883133216134*I,40
0.49133238129101553,0.39909176016916975+0.30275265680368896*I,0.2645113142012277-0.09123925118614537*I,40
0.6116036759368646,0.4559803489493353-0.2798042464798519*I,0.220686628077444+0.08649179689351771*I,40
0.6618892218381576,0.48533599587528037-0.2699643843754636*I,0.20023101819431866+0.07953609529475153*I,40
0.48148805355505586,0.3945849238609961+0.304560844220031*I,0.2678172161679525-0.09109010395889157*I,40
0.7198965765529375,0.5353176914740342+0.2569044811585922*I,0.17478874939820557-0.06516875934264166*I,40
0.6180274205238494,0.45938422790739875+0.2785576416325747*I,0.21814994497371362-0.08581091631058994*I,40
0.5098555722704445,0.40753818745158527+0.2993067766175677*I,0.25818331572427555-0.09133087239345529*I,40
0.4273898777396876,0.36924348557892117-0.3141084722797061*I,0.2853139258303194+0.08913744942531822*I,40
0.4138540017755501,0.36267106019037976+0.316365055125323*I,0.2895234068309631-0.08837159190809071*I,40
0.8036613769167349,1.0406250988186687,0.11364077164769462,40
0.6057601323859239,0.45294505774589705-0.28093721461816473*I,0.2229755380849491+0.08706503511104123*I,40
0.20848788090302972,0.2378367015304314+0.3344983944396194*I,0.3466455646566246-0.06506391359278874*I,40
0.4771870963280038,0.3926093870210444+0.30534512852415396*I,0.2692493677728593-0.09100391399864916*I,40
