"q","mu1","mu2","kurt"
0.7433805054213503,6.405462731199847,0.29031132771949264,30
0.7543300179542163,11.070528265876431,0.26363359979660184,30
0.7625087011237428,28.960978106929907,0.24391324962931102,30
0.7259646248479665,4.0493286819794765,0.33389640298327083,30
0.7274863452786273,4.175779495783671,0.33000585566221485,30
0.763960347985597,41.87412574253827,0.24042603511359759,30
0.7458158564775019,7.031747176020567,0.2843426920441647,30
0.721628274079158,3.731981967884604,0.34510172796084554,30
0.7068604216117305,2.9584193322571952,0.38516860103164835,30
0.7017940435663286,2.7577975420916876,0.3999952598717303,30
0.7646938866465445,54.333255544682736,0.23866511984540437,30
0.7143691628080358,3.3064717807248614,0.36434911810675275,30
0.7158462325243719,3.384566568320536,0.360373969786331,30
0.7705107205128587,1.57896288377884+0.5625977488959115*I,0.3768473510883332-0.10254573261275264*I,40
0.5239319178715862,1.0348879201571908+0.7416405090049474*I,0.6331945863557819-0.2280653912510859*I,40
0.16607528282008666,0.5057206707741397+0.8243042623536073*I,0.893105371571437-0.14362881812171907*I,40
0.8059940344334189,2.8109143596761412,0.2719979181255049,40
0.3592977866189868,0.836900769601411+0.8117138688402366*I,0.7646566295046876-0.21066769316070755*I,40
0.5021316480861151,1.010047831177284+0.7518750621451291*I,0.6520982990158952-0.22830863619313632*I,40
0.8230197271191013,6.34222203393778,0.20337145185845343,40
0.3657597705757276,0.8455131632371778-0.8094432273744518*I,0.7599436417592366+0.2120876628051319*I,40
0.5706323781741371,1.0890520250004796+0.7193196062880934*I,0.5909319090043643-0.22417429616124765*I,40
0.5773308992201545,1.097068321128308+0.7160901920790923*I,0.5846621037185732-0.22319270404653807*I,40
0.5715928100493566,1.0901959288773273+0.7188568649424172*I,0.5900362526226299-0.22404061421487062*I,40
0.3865600338758377,0.8725599410401383+0.8017545279475324*I,0.7445491909336172-0.21629101795514635*I,40
0.7480599798042813,1.4415615828128445+0.6148748510850711*I,0.40409284573129434-0.13490227785702935*I,40
0.4392768054437872,0.937312419308512+0.7801934361747861*I,0.7039081884407529-0.22430522893847263*I,40
0.5616663501300465,1.0784517129551974+0.7236341476799064*I,0.5992404036421741-0.22531137682647526*I,40
0.5324365498369799,1.0446095414548613+0.7376093455203171*I,0.6256812068997486-0.22771434060453688*I,40
0.4182077035534246,0.9119946339609571+0.789115505045869*I,0.7204412441074358-0.22157337025340762*I,40
0.3518879723350321,0.826892971882491+0.8142415507173507*I,0.7700213912487436-0.20897394626581006*I,40
0.7554137819248834,1.4787309510096673+0.6030765722190404*I,0.39527341439301744-0.12563771705804558*I,40
0.5457310419436772,1.059896179488912-0.7312732562452342*I,0.6137756419597625+0.2268589673112302*I,40
0.5170828052224845,1.0270777920813612-0.7448723834209552*I,0.6391882330862134+0.22824142151201376*I,40
0.7497449202547519,1.4495709800195788+0.6124488560243408*I,0.40208092111855215-0.13286953460301676*I,40
0.5326900363208773,1.0448998541213323+0.7374889100208198*I,0.6254560458018527-0.22770157399478969*I,40
0.40021305969610776,0.8898042818422888+0.7964276045019282*I,0.7342528498658806-0.2187383216761508*I,40
0.2605678155750226,0.6891127829957255+0.8361309014489339*I,0.8329663086081872-0.1824937346487626*I,40
0.19167588264738722,0.5608045443180315+0.833139092126369*I,0.8771981661299114-0.15545165799287988*I,40
0.6819297092167851,1.2491479987739007+0.6647131516547801*I,0.479193575340473-0.18881754741486348*I,40
0.6673233388237982,1.2225389937222724-0.6721897854956363*I,0.494838104475193+0.1963259948186108*I,40
0.5175794619176273,1.02764376010871+0.7446384976414573*I,0.6387553080003603-0.22823179080305644*I,40
0.23323478720084334,0.6412773705709548+0.8377749832817418*I,0.8507998963822645-0.17253629523773775*I,40
0.6908482228344064,1.2670441416960607+0.6599656366411449*I,0.4694815897655696-0.18363921607453676*I,40
0.45692930898109374,0.958075725296938-0.7724659023883216*I,0.6897437397360134+0.22608149084697948*I,40
0.27839756787913794,0.7184576328366128+0.8335620837382284*I,0.8211036526207346-0.18847528166952443*I,40
0.4904114219473876,0.9966771912306474+0.7573063767299831*I,0.6620556241692612-0.22807045878056426*I,40
0.29873946236153803,0.7503460381377938+0.82945956858015*I,0.8073301366167077-0.19481656939282269*I,40
0.7219121254100016,1.3442488010018507+0.6408015907700907*I,0.43466459773871796-0.16122240132457055*I,40
0.30367877083634376,0.7578527247250334-0.8282986012634659*I,0.8039454010545256+0.19627931165158477*I,40
0.3612001128088982,0.8394470776733075+0.8110516636771847*I,0.7632725449229684-0.21109126362019018*I,40
0.6238748871496087,1.156377853511369+0.6935540146975315*I,0.5395547722570221-0.21285758683477649*I,40
0.5904855817276147,1.1131084781568756+0.7097363324366611*I,0.5721905995864367-0.22091874866080788*I,40
0.3049427783500689,0.7597596270109082+0.8279919628142239*I,0.8030766204240174-0.19664881430032152*I,40
0.20014196352054858,0.5780410261980532+0.834938052289172*I,0.8718831873410758-0.15913386699122473*I,40
0.7292252317972476,1.367372346018631+0.6350616777600515*I,0.42623484464836897-0.15470842815409042*I,40
0.2933348196366128,0.742029282985875+0.8306594757606511*I,0.8110154199983536-0.19318160225037628*I,40
0.30241726959131454,0.7559439068241123+0.828600799227077*I,0.8048113986789445-0.19590858162357566*I,40
0.6040770039624976,1.1302017590068776+0.7031584475837264*I,0.5590788836524563-0.21805558386964694*I,40
0.5217139560040251,1.032357353571998+0.7426885946030515*I,0.6351410655004658-0.2281326578046927*I,40
0.2498469245678232,0.6707827400296609+0.8371376599263048*I,0.8400100892270029-0.17870346854101704*I,40
0.20418849789915505,0.5861191428403678+0.8356273461522965*I,0.869332164909009-0.16085610611111228*I,40
0.7494851674349818,1.4483179790728864+0.6128323287332699*I,0.40239142234108927-0.13318619653017164*I,40
0.6134196301807091,1.1423378228435557-0.6986299215617449*I,0.5499292815460995+0.21576198166365712*I,40
0.7251236501409877,1.3540958616133028+0.6383741879637935*I,0.43097398631878847-0.15843100871629234*I,40
0.6698371495602633,1.2269125620296237+0.6709219389561273*I,0.4921683510594608-0.19511369944607027*I,40
0.8187963087524028,4.780493134434642,0.2186545412378162,40
0.5667989979096453,1.0845032032561548+0.7211654926636186*I,0.5944958045092483-0.22468476100681214*I,40
0.6304513975222763,1.1655006985625436+0.6903551470956764*I,0.5329544479695703-0.21083677014715382*I,40
0.21325164249774198,0.603849920400836+0.8368008464975972*I,0.8635923643201965-0.16462727459715423*I,40
0.31917672276472286,0.7808509358288602+0.8242864131866123*I,0.793218703392933-0.2006740252421302*I,40
0.5177328514931852,1.0278185654596808+0.7445662480466949*I,0.6386215481143638-0.22822871822094198*I,40
0.7261102725335715,1.3572148646135322+0.6376006701463365*I,0.42983664418129197-0.15755210761017396*I,40
0.4662730594329474,0.9689334386493149+0.7682956693910529*I,0.6821271476829376-0.22682359934875287*I,40
0.5701484879528536,1.0884763541862539+0.7195527081268538*I,0.5913827464284752-0.22424076480932423*I,40
0.6940423370284212,1.2738201059443643+0.6582157413243925*I,0.4659732148346958-0.18166401117785924*I,40
0.2855338190356873,0.729828937803594+0.8322542515756817*I,0.816301555550503-0.19075816924386976*I,40
0.26459025914969914,0.6958540871647683+0.8356444108252555*I,0.8303065292084596-0.18387809420917917*I,40
0.20635503705248093,0.5904026906585632+0.8359534121146237*I,0.8679634087904204-0.16176835817660729*I,40
0.20058693846237285,0.5789343274439096+0.8350190748418389*I,0.8716030089949242-0.15932443276783595*I,40
0.8263429621166622,8.741994097056043,0.19178571341869252,40
0.3805051705515081,0.8647879808578917+0.8040488964610409*I,0.7490662835145798-0.21512591906529122*I,40
0.4253599629524287,0.9206629202205987+0.7861271535418317*I,0.7148733346135991-0.22257327849483668*I,40
0.46593801333439755,0.9685454656867178-0.7684460802118672*I,0.6824017129530373+0.2267994250220035*I,40
0.2154123076947203,0.6080050798055726-0.8370090142123533*I,0.8622184644612408+0.16550904828290236*I,40
0.3171095701679916,0.7778303930103028+0.8248522147641764*I,0.7946589527450517-0.2001049422880003*I,40
0.6975421519226888,1.2814935151337248+0.6562604900868557*I,0.46211060440657437-0.1794221277885603*I,40
0.8030732313830218,2.551008347838985,0.28740301966905146,40
0.6778926029989059,1.2414880849653007-0.6668096496603998*I,0.48354973306150867+0.19100810952778718*I,40
0.43010878077879733,0.9263750864467215+0.7841194393566328*I,0.7111513492757848-0.22319632164584127*I,40
0.5092953942427654,1.018207521194712+0.7485293297919386*I,0.645941963625081-0.2283296256653509*I,40
0.5048578273296482,1.0131535475358293+0.7506040203174651*I,0.6497618236071872-0.22832797326366236*I,40
0.7334589416046957,1.381997214374969+0.6313385631571651*I,0.4213124720086535-0.15066676245808075*I,40
0.57194161387364,1.0906118002776914+0.7186887841532917*I,0.5897107006031189-0.22399148513301842*I,40
0.4365832780797698,0.9341109307269396+0.7813534730170464*I,0.7060441231140767-0.22399240459753797*I,40
0.4074639239210587,0.8988150914948135+0.793518664441175*I,0.7287209946613912-0.2199349097798833*I,40
0.8070262251776668,2.9101309498822747,0.26702377110838904,40
0.39401231149219607,0.8820190191978756+0.7988722383158733*I,0.7389483239942249-0.2176579928139134*I,40
0.258665660024052,0.6858994722198899+0.8363408716739301*I,0.8342208175517655-0.18183195104152455*I,40
0.5220278880719011,1.0327154384391042+0.7425403330034119*I,0.6348658830229623-0.2281237381862411*I,40
0.20607545283655448,0.5898515240386469+0.8359129836231152*I,0.8681401580288737-0.16165101830247947*I,40
0.42800415559622795,0.9238476296331058+0.7850114895779727*I,0.7128033830357917-0.22292425217461292*I,40
0.4670134525029854,0.9697904550669477+0.7679630646310597*I,0.6815200211885287-0.22687637078610037*I,40
0.24308390369667499,0.6589376159711667+0.8375402994590727*I,0.844420593152935-0.17623635507443197*I,40
0.5343974401510954,1.0468562994711843-0.736677290572525*I,0.6239375805893651+0.227612055017604*I,40
0.36967940593099446,0.850686846137249+0.8080373451288888*I,0.7570690281698366-0.21292283575940146*I,40
0.49301226477199456,0.9996478705478191+0.7561059679026979*I,0.6598581501402241-0.22814470935948133*I,40
0.7755954003598842,1.6233995314202656-0.5393997269825885*I,0.37054149185531443+0.09297689982280735*I,40
0.1829887894421094,0.542627510472781+0.8307504085287246*I,0.882622303585419-0.15155888159211472*I,40
0.7793374164337887,1.6610485348543067-0.516547461898051*I,0.3658677185547671+0.08506793479849198*I,40
0.41511629990143617,0.9082224947070754+0.7903933435677513*I,0.7228339230369055-0.22111857263753257*I,40
0.4868268887739886,0.9925784485300766+0.7589559851936418*I,0.6650729723885229-0.22794849873516915*I,40
0.17783432423615353,0.5315976493186981+0.8290506770608976*I,0.8858274187524893-0.14919243286539582*I,40
0.5090393508713571,1.0179159314150015+0.7486492250701142*I,0.6461629288161244-0.22833054390715665*I,40
0.21321502518040347,0.6037792672957627+0.8367970885874819*I,0.8636156294678772-0.16461227422085642*I,40
0.8102319193565517,3.2572873253039054,0.2526012130027835,40
0.3085406565980906,0.7651565241475526+0.8270984854946053*I,0.8005978615975126-0.1976898078315876*I,40
0.38395472517849893,0.869225548559831+0.8027471237743232*I,0.7464964789292112-0.21579564203073354*I,40
0.7634913923697935,1.5274764364015334+0.5851855802898479*I,0.38546902796005506-0.11409842469025634*I,40
0.5285477993635226,1.0401601816847892+0.739454944245627*I,0.6291265398240454-0.22789336951523007*I,40
0.38435904152269873,0.869743967843121-0.8025936088922798*I,0.7461946435771661+0.21587310935427104*I,40
0.655496580652051,1.2029255515928554+0.6780847535673085*I,0.5072743637751488-0.20161975634967258*I,40
0.7166043599923106,1.3289140731493227+0.6445532179441126*I,0.4407258757614325-0.1656150597581236*I,40
0.43250477729882486,0.9292446839771525-0.7830996187598488*I,0.7092657541150955+0.2234981478416047*I,40
0.5145592607912455,1.0242026921492267+0.7460595840873019*I,0.6413838759392294-0.22828288283909626*I,40
0.49180719939593986,0.9982717597422898-0.7566625197263371*I,0.6608771766321726+0.22811180432698694*I,40
0.6658778011204891,1.2200587530436084+0.6729160967687473*I,0.49636909078397606-0.19700883769884422*I,40
0.23422663497594565,0.6430784701810969+0.8377712282056247*I,0.8501597706630568-0.17291472511202796*I,40
0.8192452321957977,4.905364072017336,0.2169951434579581,40
0.6094660751401213,1.1371590449003486-0.7005469995725166*I,0.553814933030634+0.21676623892331245*I,40
0.7438414296106426,1.4226594532215502+0.6203772032847942*I,0.4091073142402505-0.13978107630584471*I,40
0.27128018229380557,0.7069077140652996+0.8347125789018728*I,0.8258618481502497-0.18613533084554892*I,40
0.18528558096460568,0.5474829919801448+0.8314384224178261*I,0.881191004433784-0.15259962001493194*I,40
0.509926483638276,1.0189262247664144+0.7482337189079905*I,0.6453970387124258-0.22832682882071154*I,40
0.3449854068884777,0.8174375069912618+0.8165186160011408*I,0.7749815443434941-0.2073337148136181*I,40
0.33346226722679817,0.8013515210916938+0.8201401989697201*I,0.7831834126804443-0.20446250974532823*I,40
0.5965524355483727,1.1206646667277482-0.7068016168221004*I,0.566366657340715+0.2197076721641812*I,40
0.7198090911731156,1.3380395180994231+0.6423235371373248*I,0.437071865869086-0.16299477807624368*I,40
0.3139174230780084,0.7731381231753738+0.8257079709264635*I,0.7968772228857447-0.19921580688510898*I,40
0.7808044908146667,1.677175297875756+0.5057325273357518*I,0.36402760684144625-0.08171428856224822*I,40
0.26218548408754394,0.6918325978791361-0.8359421093776572*I,0.8318977811129659+0.1830529302868777*I,40
0.20782555447481288,0.5932938358614518+0.836158110855391*I,0.8670331973052319-0.16238366551000122*I,40
0.2101974168060834,0.597929664182944+0.8364605642315149*I,0.8655307785331836-0.1633695660607328*I,40
0.35056557027560675,0.8250915811297546+0.8146837354716056*I,0.7709744342242391-0.20866435687464754*I,40
0.3309286280650976,0.7977619516986224+0.8209044491983707*I,0.7849738341226357-0.20380903004611464*I,40
0.3312596567929138,0.7982320495941814+0.8208052798361014*I,0.7847401715237413-0.20389486190227468*I,40
0.6721140541493444,1.230942961999929+0.6697678018529977*I,0.48974210880557995-0.1939879003318521*I,40
0.7676513787887282,1.5567753992877498+0.5728483385326314*I,0.3803709955410371-0.10745379559836349*I,40
0.5240235057156808,1.0349924514709028-0.7415971998014851*I,0.6331140943292349+0.22806240016132576*I,40
0.43112327036390075,0.9275911017446064+0.7836881868042311*I,0.710353600374198-0.22332514877174484*I,40
0.21983545439544439,0.6164272915259176+0.8373537902751137*I,0.8593990790109671-0.1672937530650881*I,40
0.43824122938845145,0.9360826780973659+0.7806400666884264*I,0.7047301722761192-0.22418624407312215*I,40
0.24820973769120602,0.6679357466610111+0.8372522944457591*I,0.8410800761565433-0.17811167265557876*I,40
0.8078326512888006,2.9913499354694344,0.2632632177134781,40
0.3857007686147864,0.8714618221844191+0.8020827816917715*I,0.7451920451106796-0.216128632307796*I,40
0.24270118307969257,0.658260562310862+0.837557389522079*I,0.8446694421329972-0.176094961228998*I,40
0.339905303575033,0.8103933689205715+0.818143913325884*I,0.7786094264783959-0.20608834139386162*I,40
0.3916861815983361,0.8790787687949675+0.7997786034999594*I,0.7407014892513292-0.21723930419573953*I,40
0.787998915520236,1.77040782628968+0.42783472712093423*I,0.3549397975236761-0.062249176101491485*I,40
0.7173953315863641,1.3311300766441536+0.64401223821805*I,0.4398256179232182-0.16497716057920248*I,40
0.7681022646227988,1.5601554651856653-0.5713394657400591*I,0.3798164194924652+0.10669962812513996*I,40
0.7124618552355102,1.3176725680833867+0.647297535203068*I,0.445423705381483-0.16886504495372645*I,40
0.826402137492994,8.803356983166362,0.19158237507045883,40
0.42404413334289837,0.919074178064423+0.7866801931703781*I,0.7159010832135542-0.22239484485398867*I,40
0.6654046164207996,1.2192522160366221+0.6731534419816548*I,0.49686957859983083-0.1972301279245625*I,40
0.5610787031397142,1.0777615092594373+0.7239165633588608*I,0.5997816463441714-0.22537903332532966*I,40
0.3193051139992811,0.7810380790920662+0.8242509742343039*I,0.7931291514085383-0.20070919731946962*I,40
0.5413510978753615,1.0548445927273264-0.733364925866769*I,0.6177198873594715+0.22718317264744403*I,40
0.7225280973941468,1.3461024346057509+0.6403461184867615*I,0.4339580978035422-0.16069507949875797*I,40
0.7103045115003912,1.3120461001077435+0.6486738500220168*I,0.44785899769468807-0.17049932127844147*I,40
0.3044683966170243,0.75904463422005+0.8281074919846989*I,0.8034027985205454-0.19651037047997344*I,40
0.7386926676946606,1.4015569203255984-0.6261954970373897*I,0.41518393939226045+0.14536436091519003*I,40
0.6927555898452638,1.271065265798497+0.6589243702317257*I,0.46738848757961576-0.18246769810584818*I,40
0.38832599125630685,0.874811874086494+0.8010772098179189*I,0.7432261006017541-0.21662166654926462*I,40
0.339944056039754,0.8104473836790239+0.8181316830688303*I,0.7785818239696183-0.20609796361233176*I,40
0.7358228634089334,1.3906152306989303+0.629098429893466*I,0.41855038313489773-0.14831566748436065*I,40
0.33413733581149874,0.8023046604991021+0.8199345595885127*I,0.7827055879566424-0.20463527928778363*I,40
0.8326066431537347,42.472938856601104,0.17074041998242215,40
0.8291375287160345,13.233744334378667,0.18228310632806766,40
0.2795922730378657,0.7203757233409409+0.8333536250551781*I,0.8203019202745165-0.18886187324321807*I,40
0.29475658290634343,0.7442277087724349+0.8303511529821979*I,0.8100477971906422-0.1936151909278607*I,40
0.516858473992434,1.0268221687522798+0.7449780006391287*I,0.6393836911962317-0.22824561245010994*I,40
0.5944555436850241,1.1180403758293596-0.7078162235769927*I,0.5683848047975723+0.22013823440388172*I,40
0.4481264809375394,0.9477665094619528+0.7763455597748437*I,0.6968435077300303-0.22525578532022428*I,40
0.7552781173329448,1.4779895754419463-0.603326146721825*I,0.3954370275558152+0.1258183838073927*I,40
0.6571457675946479,1.2055728772008343+0.6772683694924615*I,0.505552350605681-0.200920573222852*I,40
0.7467826121899814,1.4356704056936904+0.6166221879451811*I,0.40561463653030344-0.1364104950456245*I,40
0.6683855401057996,1.2243775159397727+0.6716548315156833*I,0.4937111505461194-0.1958176200038889*I,40
0.34679530585771223,0.8199295068011263+0.8159290574301816*I,0.773684409110036-0.20776959280701868*I,40
0.8287132249825897,12.251657136653932,0.18371331031495533,40
0.4604669313524965,0.9621961270316134+0.7708930844853907*I,0.6868698734143269-0.226378940797292*I,40
0.7967842531819695,1.931074728255462+0.1441888642578883*I,0.34369498413703903-0.017857455498363126*I,40
0.7204240030152795,1.3398363319813718+0.6418836505488458*I,0.43636877193985474-0.1624809744033873*I,40
0.724829702105001,1.3531753684839625-0.6386019966825476*I,0.43131251642800517+0.1586908891983683*I,40
0.4137674600267287,0.9065716389531135+0.790948186686711*I,0.7238752833980769-0.22091589921094257*I,40
0.3819937140508547,0.8667060730832727+0.8034889247785447*I,0.7479585513686162-0.2154168427288721*I,40
0.1751590205848712,0.5257988788976519+0.8280802040694553*I,0.8874872613307514-0.14794708782535881*I,40
0.5914266060785458,1.1142733307780976+0.7092812951468965*I,0.5712902674085388-0.22073779812906807*I,40
0.7145083778911463,1.323151667481788+0.6459595755845383*I,0.4431064011068458-0.16727823585448198*I,40
0.3639976684485746,0.8431750418633008-0.8100683155471665*I,0.7612320289067883+0.2117057599573815*I,40
0.5982252582342111,1.122768291070565+0.7059919969392793*I,0.5647526833166194-0.2193549722514687*I,40
0.6756303097526426,1.2373034588974234-0.6679731839888691*I,0.48598001778465466+0.19219605782284452*I,40
0.7746252756644856,1.6143710709690142+0.5444233058781722*I,0.3717485813104107-0.09489697900722059*I,40
0.7365980679954365,1.3935173260836353+0.6283352249783051*I,0.4176424623819304-0.14752917830036472*I,40
0.49898183321701084,1.006458005562935+0.7533401287477497*I,0.6547882314666129-0.2282691614678443*I,40
0.7625145369180515,1.5210511665351492+0.5877224584682932*I,0.38666131434755846-0.11558307750303948*I,40
0.4840073358205901,0.9893502355314462+0.7602494876634706*I,0.6674372735562099-0.22783675550599525*I,40
0.570020916554185,1.088324658517032-0.7196141579892732*I,0.5915015573654623+0.2242581900447931*I,40
0.29381218484515714,0.742768268127458+0.8305565468372692*I,0.8106906808290036-0.1933274600365579*I,40
0.7294796260512624,1.3682235883297236+0.6348473306186488*I,0.42593995058811024-0.15447144580972835*I,40
0.6582599488054963,1.2073765450114313-0.6767159364226435*I,0.5043867525495606+0.20044124612884326*I,40
0.7392300940905681,1.4036680248959954+0.6256270851018297*I,0.41455188138973253-0.14479933278992452*I,40
0.6020443376729303,1.1276060279524376-0.7041429562210952*I,0.5610546788886625+0.2185186359708774*I,40
0.8015173112511174,2.418839520321269,0.29684732513582407,40
0.3511224286713477,0.8258507157933063+0.8144978703618159*I,0.7705732723728861-0.20879499288665854*I,40
0.7967365563616338,1.9300040742189064-0.14842848790552957*I,0.34375648023217525+0.018400923572134766*I,40
0.4936607235945554,1.000388159887731+0.7558062282467414*I,0.6593091874350187-0.2281613412059503*I,40
0.29411896021735284,0.7432427170659635+0.8304900836747212*I,0.8104819117733788-0.1934210462202559*I,40
0.3676898387958736,0.8480653979981129-0.808753589105632*I,0.7585296596782239+0.21250138657253656*I,40
0.4784647148390595,0.9829917624842637+0.7627813324882685*I,0.6720617697463777-0.2275770804018506*I,40
0.44797554194248534,0.9475889944642361+0.776411641835802*I,0.6969646108073523-0.22524057628238162*I,40
0.6972320356047226,1.2808025512792354+0.6564355035507391*I,0.4624536513880427-0.17962414401589394*I,40
0.17143262916022262,0.5176358193024992+0.8266233360143215*I,0.8897951911454673-0.14619260168335005*I,40
0.43479732698481466,0.9319828362705005-0.7821196575730867*I,0.7074567138458083+0.22377901130440553*I,40
0.7549783618691437,1.4763595555828104+0.6038726950828638*I,0.39579841411056416-0.1262161792686128*I,40
0.7097057697429101,1.3105106360853536+0.6490500773888462*I,0.4485335222543284-0.17094605997786075*I,40
0.7785110246744391,1.6523211337370307+0.5221328943080584*I,0.36690231378045274-0.08688968746298747*I,40
0.6200967955870045,1.1512428296114845+0.69538940017417*I,0.5433203611988174-0.21394974518480306*I,40
0.6287149567569421,1.1630679652870821-0.6912003315503804*I,0.5347028371735759+0.21138541664939617*I,40
0.5464033068155287,1.0606731037839077+0.7309518756831785*I,0.6131683290698798-0.2268054380091162*I,40
0.24923529041055215,0.6697206488835838+0.8371817433777624*I,0.8404099970807908-0.17848278556035016*I,40
0.8319269956206679,29.316240464250292,0.172981827958208,40
0.24736503229201712,0.6664617693031574+0.8373072120850997*I,0.8416315582273912-0.17780498035923348*I,40
0.4819420945928894,0.9869830487692869+0.7611945994847792*I,0.6691639945403742-0.2277461620614221*I,40
0.31484256932465526,0.7745015453078608+0.8254622298483119*I,0.7962350465173252-0.19947478728775686*I,40
0.34528069591699406,0.817844707641429+0.8164227993088807*I,0.7747700803653319-0.2074051099955023*I,40
0.5801386717569774,1.1004566604954729+0.7147352263540965*I,0.5820179250313644-0.22274654042102948*I,40
0.47235784323950836,0.975963570133633+0.765553297272184*I,0.6771217809614828-0.2272305755691611*I,40
0.3688571962640781,0.8496046618546043+0.808333992645216*I,0.7576730271250404-0.21274928727243694*I,40
0.17080922268907806,0.5162602751767583+0.8263673295284425*I,0.8901808488877228-0.1458967984428325*I,40
0.6166144840357966,1.1465726898293573-0.6970798817205569*I,0.5467743970651981+0.2149133661243908*I,40
0.6684349914471588,1.2244634452943954+0.6716298996032257*I,0.4936586440002563-0.19579381477441843*I,40
0.44260282196056067,0.9412527343729269+0.7787537181874922*I,0.7012615217551709-0.22467645094174263*I,40
0.3980472986785333,0.8870936298555425+0.7972860827686292*I,0.7358965227962904-0.21836692748047012*I,40
0.4558890824969184,0.9568617728352515+0.7729269289879728*I,0.6905865256274464-0.22599024685906985*I,40
0.6994315275214482,1.2857514759112396+0.6551862023739374*I,0.4600172923909253-0.1781768931422129*I,40
0.265183268068528,0.6968418168469288+0.8355679123186867*I,0.8299136123312597-0.1840804544437819*I,40
0.7858737812336851,1.7400899231351072+0.4564732011081561*I,0.35763537025786535-0.06865119850009088*I,40
0.7732200778054001,1.6017742625313316+0.5511600994118634*I,0.37349368455501186-0.09759503160846751*I,40
0.1697408225633268,0.5138961863013228+0.8259202220588778*I,0.8908415010994979-0.1453883085503812*I,40
0.7991631716856116,2.2081714501749095,0.3147477251893238,40
0.17836341720269155,0.5327384299583026+0.829235335381173*I,0.885498858345912-0.1494373293166289*I,40
0.23011418745444123,0.6355768143581697-0.8377564790353872*I,0.8528106031007674+0.17133707511040905*I,40
0.703950256490347,1.296289691382988+0.6525548326060314*I,0.4549876397296726-0.17509503192439962*I,40
0.5167822611896971,1.02673532697856-0.7450138787866136*I,0.6394500825713821+0.2282470137468676*I,40
0.3244121767661885,0.7884388172109833-0.8228137441783849*I,0.7895576704188503+0.20209175187846065*I,40
0.2744057468392249,0.7120059911573956-0.8342269302622138*I,0.8237761003316256+0.1871706929698373*I,40
0.2285720377063758,0.6327405319279913-0.8377300200692063*I,0.8538024362895915+0.1707396067244898*I,40
0.6446399657314625,1.1861116704051193+0.6834273492376307*I,0.5185137004984675-0.20592706261008983*I,40
0.5438427597902626,1.0577162248272873+0.7321754904571818*I,0.6154787437384492-0.22700393759017176*I,40
0.649633417852048,1.193719042179266+0.6809760651896561*I,0.5133649480270654-0.204008304696451*I,40
0.22720498972054548,0.6302155795618997+0.8376967923075409*I,0.8546806532480035-0.1702072902793626*I,40
0.18486908914824274,0.5466051976307448+0.8313167508676463*I,0.8814506971547059-0.15241151760850263*I,40
0.6667138989420418,1.2214902940827892+0.6724962318936238*I,0.4954839447252554-0.19661514015904796*I,40
0.2831242737382742,0.7260123560868175+0.8327124876569334*I,0.817926526570283-0.18999441768327396*I,40
0.19875410650609382,0.575246852087744+0.8346768896502459*I,0.872756512940293-0.1585376135847083*I,40
0.7499551560151434,1.450590104476418+0.6121358578585596*I,0.40182952025587654-0.13261234430711535*I,40
0.6071978873329211,1.134217039644445+0.7016463548863837*I,0.5560350169914051-0.21731994333478177*I,40
0.7468779122784919,1.4361047224389663+0.6164944066107825*I,0.40550120374351206-0.13629892413788788*I,40
0.252029165223179,0.6745575564692868+0.8369683048939484*I,0.8385815727886816-0.17948691110509604*I,40
0.19131991689441952,0.5600696345529155+0.8330523675724296*I,0.8774210025175445-0.1552944529120208*I,40
0.41413156115229977,0.907017568181202+0.7907985780358733*I,0.7235943381533901-0.2209708609627008*I,40
0.29400189598571624,0.7430617112053073+0.830515474918131*I,0.8105615843748465-0.193385347803336*I,40
0.8317053095194868,26.655552459634208,0.17371493583834643,40
0.5665880399735717,1.0842536261003544+0.7212670240732304*I,0.59469142575032-0.22471178962686444*I,40
0.7956148669492664,1.9055735297434013+0.22305010710883091*I,0.345201269247956-0.028297499099990617*I,40
0.33080406985414545,0.7975849783726247+0.8209417107244185*I,0.7850617354257989-0.2037766983720019*I,40
0.5234712545714637,1.0343621983478013+0.7418583075429749*I,0.6335993024277397-0.22808017836243488*I,40
0.6268759575633076,1.160510640842314+0.692094971082682*I,0.5365500521277352-0.21195458802693473*I,40
0.519514047165424,1.0298488035316211+0.7437267457433085*I,0.6370664467296441-0.22818963380164303*I,40
0.27008487555916405,0.7049469793344965+0.8348899845827013*I,0.8266579447713344-0.18573614732809424*I,40
0.27834280979131876,0.7183695786917784+0.8335715348540854*I,0.8211403781287065-0.1884575201047011*I,40
0.21545554398452182,0.6080879504646116+0.8370129094642301*I,0.8621909496430753-0.16552662609685073*I,40
0.5161551700016691,1.0260208157722068+0.745309021392839*I,0.6399961254521214-0.22825811107161434*I,40
0.6380075480823579,1.176305139445163-0.6866713374511944*I,0.5252985146383827+0.20831895646873927*I,40
0.7297497413323115,1.3691311493977254+0.6346185088749807*I,0.4256267099166645-0.1542190163212043*I,40
0.307674409703766,0.7638612859854561+0.8273163659035617*I,0.8011954578313837-0.1974406276211244*I,40
0.3385364242623732,0.8084825706629217+0.8185742429122933*I,0.7795837420781638-0.2057472467334009*I,40
0.3184417354048994,0.7797785770097734-0.824488620955775*I,0.7937311314238296+0.2004722882277001*I,40
0.6813491517163301,1.2480306683029145-0.6650163723134069*I,0.4798215416244545+0.1891382490368288*I,40
